character_name,url,gender
Tyrannosaurus (Symbiote) (Earth-616),https://marvel.fandom.com/wiki/Tyrannosaurus_(Symbiote)_(Earth-616),Agender
Tyrone Johnson (Earth-616),https://marvel.fandom.com/wiki/Tyrone_Johnson_(Earth-616),Male
Tyros (Earth-616),https://marvel.fandom.com/wiki/Tyros_(Earth-616),Male
Umbra (Earth-616),https://marvel.fandom.com/wiki/Umbra_(Earth-616),Male
Unum (Earth-616),https://marvel.fandom.com/wiki/Unum_(Earth-616),Female
Uriel (Mutant) (Earth-616),https://marvel.fandom.com/wiki/Uriel_(Mutant)_(Earth-616),Male
Valeria (Latverian) (Earth-616),https://marvel.fandom.com/wiki/Valeria_(Latverian)_(Earth-616),Female
Vanessa Carlysle (Earth-616),https://marvel.fandom.com/wiki/Vanessa_Carlysle_(Earth-616),Female
Vanisher (Earth-616),https://marvel.fandom.com/wiki/Vanisher_(Earth-616),Male
Vegas (Earth-616),https://marvel.fandom.com/wiki/Vegas_(Earth-616),Male
Velmax (Earth-616),https://marvel.fandom.com/wiki/Velmax_(Earth-616),Male
Venkat Katragadda (Earth-616),https://marvel.fandom.com/wiki/Venkat_Katragadda_(Earth-616),Male
Venus (Siren) (Earth-616),https://marvel.fandom.com/wiki/Venus_(Siren)_(Earth-616),Female
Verminus Rex (Earth-616),https://marvel.fandom.com/wiki/Verminus_Rex_(Earth-616),Male
Veronica Dultry (Earth-616),https://marvel.fandom.com/wiki/Veronica_Dultry_(Earth-616),Female
Vertigo (Savage Land Mutate) (Earth-616),https://marvel.fandom.com/wiki/Vertigo_(Savage_Land_Mutate)_(Earth-616),Female
Vessel (Earth-616),https://marvel.fandom.com/wiki/Vessel_(Earth-616),Male
Victor Creed (Earth-295),https://marvel.fandom.com/wiki/Victor_Creed_(Earth-295),Male
Victor Creed (Earth-616),https://marvel.fandom.com/wiki/Victor_Creed_(Earth-616),Male
Victor Creed (Earth-1610),https://marvel.fandom.com/wiki/Victor_Creed_(Earth-1610),Male
Victor Jay (Earth-616),https://marvel.fandom.com/wiki/Victor_Jay_(Earth-616),Male
Victor Krueller (Earth-616),https://marvel.fandom.com/wiki/Victor_Krueller_(Earth-616),Male
Victor Ludwig (Earth-616),https://marvel.fandom.com/wiki/Victor_Ludwig_(Earth-616),Male
Victor Slaughter (Earth-616),https://marvel.fandom.com/wiki/Victor_Slaughter_(Earth-616),Male
Victor Strange (Earth-616),https://marvel.fandom.com/wiki/Victor_Strange_(Earth-616),Male
Victoria Star (Earth-616),https://marvel.fandom.com/wiki/Victoria_Star_(Earth-616),Female
Vidar Odinson (Earth-616),https://marvel.fandom.com/wiki/Vidar_Odinson_(Earth-616),Male
Vincent Gonzales (Earth-616),https://marvel.fandom.com/wiki/Vincent_Gonzales_(Earth-616),Male
Vincent Martinelli (Earth-616),https://marvel.fandom.com/wiki/Vincent_Martinelli_(Earth-616),Male
Vincent Stewart (Earth-616),https://marvel.fandom.com/wiki/Vincent_Stewart_(Earth-616),Male
Vincente Fortunato (Earth-616),https://marvel.fandom.com/wiki/Vincente_Fortunato_(Earth-616),Male
Virginia Potts (Earth-616),https://marvel.fandom.com/wiki/Virginia_Potts_(Earth-616),Female
Vladimir Kravinoff (Earth-616),https://marvel.fandom.com/wiki/Vladimir_Kravinoff_(Earth-616),Male
Volstagg (Earth-616),https://marvel.fandom.com/wiki/Volstagg_(Earth-616),Male
Vril-Rokk (Earth-616),https://marvel.fandom.com/wiki/Vril-Rokk_(Earth-616),Male
Vuk (Earth-616),https://marvel.fandom.com/wiki/Vuk_(Earth-616),Male
Víctor Álvarez (Earth-616),https://marvel.fandom.com/wiki/V%C3%ADctor_%C3%81lvarez_(Earth-616),Male
Wade Wilson (Earth-616),https://marvel.fandom.com/wiki/Wade_Wilson_(Earth-616),Male
Wade Wilson (Earth-2149),https://marvel.fandom.com/wiki/Wade_Wilson_(Earth-2149),Male
Wade Wilson (Earth-30847),https://marvel.fandom.com/wiki/Wade_Wilson_(Earth-30847),Male
Wadey Wilson (Earth-1610),https://marvel.fandom.com/wiki/Wadey_Wilson_(Earth-1610),Male
Walker (Deity) (Earth-616),https://marvel.fandom.com/wiki/Walker_(Deity)_(Earth-616),Male
Wallace Jackson (Earth-616),https://marvel.fandom.com/wiki/Wallace_Jackson_(Earth-616),Male
Walter Collins (Earth-616),https://marvel.fandom.com/wiki/Walter_Collins_(Earth-616),Male
Wanda Lensherr (Earth-1610),https://marvel.fandom.com/wiki/Wanda_Lensherr_(Earth-1610),Female
Wanda Wilson (Earth-3010),https://marvel.fandom.com/wiki/Wanda_Wilson_(Earth-3010),Female
Warren Worthington III (Earth-1610),https://marvel.fandom.com/wiki/Warren_Worthington_III_(Earth-1610),Male
Wayeb' (Earth-616),https://marvel.fandom.com/wiki/Wayeb%27_(Earth-616),Male
Wayne Markley (Earth-616),https://marvel.fandom.com/wiki/Wayne_Markley_(Earth-616),Male
Webwing (Earth-616),https://marvel.fandom.com/wiki/Webwing_(Earth-616),
Whistle Pig (Earth-616),https://marvel.fandom.com/wiki/Whistle_Pig_(Earth-616),Male
White Dragon (Chinatown) (Earth-616),https://marvel.fandom.com/wiki/White_Dragon_(Chinatown)_(Earth-616),Male
White Tiger (Evolved Tiger) (Earth-616),https://marvel.fandom.com/wiki/White_Tiger_(Evolved_Tiger)_(Earth-616),Female
Whiz Kid (Earth-616),https://marvel.fandom.com/wiki/Whiz_Kid_(Earth-616),Female
Wicked (Earth-616),https://marvel.fandom.com/wiki/Wicked_(Earth-616),Female
Widdle Wade (Earth-616),https://marvel.fandom.com/wiki/Widdle_Wade_(Earth-616),Male
Wild Rose (Earth-616),https://marvel.fandom.com/wiki/Wild_Rose_(Earth-616),Female
Wildrun (Earth-616),https://marvel.fandom.com/wiki/Wildrun_(Earth-616),Male
Wilhelm Lohmer (Earth-616),https://marvel.fandom.com/wiki/Wilhelm_Lohmer_(Earth-616),Male
Wilhelmina Lumpkin (Earth-616),https://marvel.fandom.com/wiki/Wilhelmina_Lumpkin_(Earth-616),Female
William Baker (Earth-616),https://marvel.fandom.com/wiki/William_Baker_(Earth-616),Male
William Burnside (Earth-616),https://marvel.fandom.com/wiki/William_Burnside_(Earth-616),Male
"William Evans, Jr. (Earth-616)","https://marvel.fandom.com/wiki/William_Evans,_Jr._(Earth-616)",
William Hastings (Earth-616),https://marvel.fandom.com/wiki/William_Hastings_(Earth-616),Male
William Kaplan (Earth-616),https://marvel.fandom.com/wiki/William_Kaplan_(Earth-616),Male
William Lumpkin (Earth-616),https://marvel.fandom.com/wiki/William_Lumpkin_(Earth-616),Male
William Nasland (Earth-616),https://marvel.fandom.com/wiki/William_Nasland_(Earth-616),Male
William Robert Reilly (Earth-616),https://marvel.fandom.com/wiki/William_Robert_Reilly_(Earth-616),Male
William Roberts (Earth-616),https://marvel.fandom.com/wiki/William_Roberts_(Earth-616),Male
William Russo (Earth-616),https://marvel.fandom.com/wiki/William_Russo_(Earth-616),Male
William Scott (Earth-616),https://marvel.fandom.com/wiki/William_Scott_(Earth-616),Male
William Talltrees (Earth-616),https://marvel.fandom.com/wiki/William_Talltrees_(Earth-616),Male
William Young (Earth-616),https://marvel.fandom.com/wiki/William_Young_(Earth-616),Male
Willie Walkaway (Earth-616),https://marvel.fandom.com/wiki/Willie_Walkaway_(Earth-616),Male
Willis Stryker (Earth-616),https://marvel.fandom.com/wiki/Willis_Stryker_(Earth-616),Male
Wong (Earth-616),https://marvel.fandom.com/wiki/Wong_(Earth-616),Male
Woodstock Schumaker (Earth-616),https://marvel.fandom.com/wiki/Woodstock_Schumaker_(Earth-616),Female
Wrogg (Earth-616),https://marvel.fandom.com/wiki/Wrogg_(Earth-616),Male
Wyatt Wingfoot (Earth-616),https://marvel.fandom.com/wiki/Wyatt_Wingfoot_(Earth-616),Male
Xakku (Earth-616),https://marvel.fandom.com/wiki/Xakku_(Earth-616),Male
Xira (Earth-616),https://marvel.fandom.com/wiki/Xira_(Earth-616),Female
Xraven (Earth-616),https://marvel.fandom.com/wiki/Xraven_(Earth-616),Male
Yagzan (Earth-616),https://marvel.fandom.com/wiki/Yagzan_(Earth-616),Male
Yeti (Inhuman) (Earth-616),https://marvel.fandom.com/wiki/Yeti_(Inhuman)_(Earth-616),Male
Yith (Earth-616),https://marvel.fandom.com/wiki/Yith_(Earth-616),Female
Ymir (Earth-616),https://marvel.fandom.com/wiki/Ymir_(Earth-616),Male
Yukotujakzurjimozoata (Earth-616),https://marvel.fandom.com/wiki/Yukotujakzurjimozoata_(Earth-616),Male
Yuriko Oyama (Earth-1610),https://marvel.fandom.com/wiki/Yuriko_Oyama_(Earth-1610),Female
Z'Reg (Earth-616),https://marvel.fandom.com/wiki/Z%27Reg_(Earth-616),Male
Zacharaiah Seavey (Earth-616),https://marvel.fandom.com/wiki/Zacharaiah_Seavey_(Earth-616),Male
Zachary Moonhunter (Earth-616),https://marvel.fandom.com/wiki/Zachary_Moonhunter_(Earth-616),Male
Zachary Williams (Earth-616),https://marvel.fandom.com/wiki/Zachary_Williams_(Earth-616),Male
Zak-Del (Earth-616),https://marvel.fandom.com/wiki/Zak-Del_(Earth-616),Male
Zala Dane (Earth-616),https://marvel.fandom.com/wiki/Zala_Dane_(Earth-616),Female
Zara of the Jungle (Earth-616),https://marvel.fandom.com/wiki/Zara_of_the_Jungle_(Earth-616),Female
Zarathos (Earth-616),https://marvel.fandom.com/wiki/Zarathos_(Earth-616),Male
Zarda (Earth-31916),https://marvel.fandom.com/wiki/Zarda_(Earth-31916),Female
Zarek (Earth-616),https://marvel.fandom.com/wiki/Zarek_(Earth-616),Male
Zebediah Killgrave (Earth-616),https://marvel.fandom.com/wiki/Zebediah_Killgrave_(Earth-616),Male
Zelda DuBois (Earth-616),https://marvel.fandom.com/wiki/Zelda_DuBois_(Earth-616),Female
Zemu (Earth-6212),https://marvel.fandom.com/wiki/Zemu_(Earth-6212),Male
Zhib-Ran (Earth-616),https://marvel.fandom.com/wiki/Zhib-Ran_(Earth-616),Male
Zom (Earth-616),https://marvel.fandom.com/wiki/Zom_(Earth-616),Male
Zorba Fortunov (Earth-616),https://marvel.fandom.com/wiki/Zorba_Fortunov_(Earth-616),Male
Zsaji (Earth-616),https://marvel.fandom.com/wiki/Zsaji_(Earth-616),Female
Zuhn (Earth-616),https://marvel.fandom.com/wiki/Zuhn_(Earth-616),Male
Zuri (Earth-616),https://marvel.fandom.com/wiki/Zuri_(Earth-616),Male
Zuzha Yu (Earth-616),https://marvel.fandom.com/wiki/Zuzha_Yu_(Earth-616),Female
Aamshed (Earth-616),https://marvel.fandom.com/wiki/Aamshed_(Earth-616),Female
Aarkus (Earth-616),https://marvel.fandom.com/wiki/Aarkus_(Earth-616),Male
Aaron English (Earth-616),https://marvel.fandom.com/wiki/Aaron_English_(Earth-616),Male
Aaron Stack (Earth-616),https://marvel.fandom.com/wiki/Aaron_Stack_(Earth-616),Male
Abd-el-Hazred (Earth-616),https://marvel.fandom.com/wiki/Abd-el-Hazred_(Earth-616),Male
Absolon Mercator (Earth-616),https://marvel.fandom.com/wiki/Absolon_Mercator_(Earth-616),Male
Achebe (Earth-616),https://marvel.fandom.com/wiki/Achebe_(Earth-616),Male
Achmed Korba (Earth-616),https://marvel.fandom.com/wiki/Achmed_Korba_(Earth-616),Male
Adam Neramani (Earth-616),https://marvel.fandom.com/wiki/Adam_Neramani_(Earth-616),Male
Adam Warlock (Earth-616),https://marvel.fandom.com/wiki/Adam_Warlock_(Earth-616),Male
Advisor (Earth-616),https://marvel.fandom.com/wiki/Advisor_(Earth-616),Male
Aggamon (Earth-616),https://marvel.fandom.com/wiki/Aggamon_(Earth-616),Male
Agron (Earth-76216),https://marvel.fandom.com/wiki/Agron_(Earth-76216),Male
Ah Puch (Ahau) (Earth-616),https://marvel.fandom.com/wiki/Ah_Puch_(Ahau)_(Earth-616),Male
Air-Walker (Automaton) (Earth-616),https://marvel.fandom.com/wiki/Air-Walker_(Automaton)_(Earth-616),Male
Ajak (Earth-616),https://marvel.fandom.com/wiki/Ajak_(Earth-616),Female
Akihiro (Earth-616),https://marvel.fandom.com/wiki/Akihiro_(Earth-616),Male
Alan Dakor (Earth-616),https://marvel.fandom.com/wiki/Alan_Dakor_(Earth-616),Male
Albert Malik (Earth-616),https://marvel.fandom.com/wiki/Albert_Malik_(Earth-616),Male
Aldo Ferro (Earth-616),https://marvel.fandom.com/wiki/Aldo_Ferro_(Earth-616),Male
Aldrif Odinsdottir (Earth-616),https://marvel.fandom.com/wiki/Aldrif_Odinsdottir_(Earth-616),Female
Aleksandra Kravinoff (Earth-616),https://marvel.fandom.com/wiki/Aleksandra_Kravinoff_(Earth-616),Female
Alexander Bont (Earth-616),https://marvel.fandom.com/wiki/Alexander_Bont_(Earth-616),Male
Alexander Gentry (Earth-616),https://marvel.fandom.com/wiki/Alexander_Gentry_(Earth-616),Male
Alexander Summers (Earth-616),https://marvel.fandom.com/wiki/Alexander_Summers_(Earth-616),Male
Alexei Kravinoff (Earth-616),https://marvel.fandom.com/wiki/Alexei_Kravinoff_(Earth-616),Male
Alexei Shostakov (Earth-616),https://marvel.fandom.com/wiki/Alexei_Shostakov_(Earth-616),Male
Alexis (Earth-616),https://marvel.fandom.com/wiki/Alexis_(Earth-616),Female
Alfie O'Meagan (Earth-8908),https://marvel.fandom.com/wiki/Alfie_O%27Meagan_(Earth-8908),Male
Alfredo Morelli (Earth-616),https://marvel.fandom.com/wiki/Alfredo_Morelli_(Earth-616),Male
Alice MacAllister (Earth-616),https://marvel.fandom.com/wiki/Alice_MacAllister_(Earth-616),Female
Alicia Masters (Earth-616),https://marvel.fandom.com/wiki/Alicia_Masters_(Earth-616),Female
Alison Blaire (Earth-616),https://marvel.fandom.com/wiki/Alison_Blaire_(Earth-616),Female
Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),https://marvel.fandom.com/wiki/Ambient-Energy_Dampening_Actualization_Module_Unit_Zero_(Earth-4935),Male
Amelia Voght (Earth-616),https://marvel.fandom.com/wiki/Amelia_Voght_(Earth-616),Female
America Chavez (Earth-616),https://marvel.fandom.com/wiki/America_Chavez_(Earth-616),Female
Anath-Na Mut (Earth-616),https://marvel.fandom.com/wiki/Anath-Na_Mut_(Earth-616),Male
Andrea von Strucker (Earth-1610),https://marvel.fandom.com/wiki/Andrea_von_Strucker_(Earth-1610),Female
Andreas von Strucker (Earth-1610),https://marvel.fandom.com/wiki/Andreas_von_Strucker_(Earth-1610),Male
Andrei Rostov (Agamemnon) (Earth-616),https://marvel.fandom.com/wiki/Andrei_Rostov_(Agamemnon)_(Earth-616),Male
Angela Del Toro (Earth-616),https://marvel.fandom.com/wiki/Angela_Del_Toro_(Earth-616),Female
Angmo-Asan (Earth-616),https://marvel.fandom.com/wiki/Angmo-Asan_(Earth-616),Male
Animus (Hate-Monger) (Earth-616),https://marvel.fandom.com/wiki/Animus_(Hate-Monger)_(Earth-616),Male
Annihilus (Earth-616),https://marvel.fandom.com/wiki/Annihilus_(Earth-616),Male
Anomaly (Cosmic Being) (Earth-616),https://marvel.fandom.com/wiki/Anomaly_(Cosmic_Being)_(Earth-616),
Anthony Druid (Earth-616),https://marvel.fandom.com/wiki/Anthony_Druid_(Earth-616),Male
Anton Hellgate (Earth-616),https://marvel.fandom.com/wiki/Anton_Hellgate_(Earth-616),Male
Aphrodite Ourania (Earth-616),https://marvel.fandom.com/wiki/Aphrodite_Ourania_(Earth-616),Female
Aquaria Neptunia (Earth-616),https://marvel.fandom.com/wiki/Aquaria_Neptunia_(Earth-616),Female
Aranda Charboneau (Earth-616),https://marvel.fandom.com/wiki/Aranda_Charboneau_(Earth-616),Female
Ariel (Coconut Grove) (Earth-616),https://marvel.fandom.com/wiki/Ariel_(Coconut_Grove)_(Earth-616),Female
Arlette Truffaut (Earth-616),https://marvel.fandom.com/wiki/Arlette_Truffaut_(Earth-616),Female
Artemis (Olympian) (Earth-616),https://marvel.fandom.com/wiki/Artemis_(Olympian)_(Earth-616),Female
Artemus Pithins (Earth-616),https://marvel.fandom.com/wiki/Artemus_Pithins_(Earth-616),Male
Arthur Bigelow (Earth-616),https://marvel.fandom.com/wiki/Arthur_Bigelow_(Earth-616),Male
Arthur Blackwood (Earth-616),https://marvel.fandom.com/wiki/Arthur_Blackwood_(Earth-616),Male
Arthur Pendragon (Earth-616),https://marvel.fandom.com/wiki/Arthur_Pendragon_(Earth-616),Male
Ashake (Egyptian) (Earth-616),https://marvel.fandom.com/wiki/Ashake_(Egyptian)_(Earth-616),Female
Ashley Kafka (Earth-616),https://marvel.fandom.com/wiki/Ashley_Kafka_(Earth-616),Female
Astrid Mordo (Earth-616),https://marvel.fandom.com/wiki/Astrid_Mordo_(Earth-616),Female
Astro (Earth-616),https://marvel.fandom.com/wiki/Astro_(Earth-616),Male
Atlas (Titan) (Earth-616),https://marvel.fandom.com/wiki/Atlas_(Titan)_(Earth-616),Male
Atleza Langunn (Earth-616),https://marvel.fandom.com/wiki/Atleza_Langunn_(Earth-616),Female
Atum (Earth-616),https://marvel.fandom.com/wiki/Atum_(Earth-616),Male
Ayesha (Earth-616),https://marvel.fandom.com/wiki/Ayesha_(Earth-616),Female
Azazel (Earth-616),https://marvel.fandom.com/wiki/Azazel_(Earth-616),Male
Azaziah (Earth-616),https://marvel.fandom.com/wiki/Azaziah_(Earth-616),Male
Barbara Morse (Earth-616),https://marvel.fandom.com/wiki/Barbara_Morse_(Earth-616),Female
Barnell Bohusk (Earth-616),https://marvel.fandom.com/wiki/Barnell_Bohusk_(Earth-616),Male
Barney Bushkin (Earth-616),https://marvel.fandom.com/wiki/Barney_Bushkin_(Earth-616),Male
Bartholomew Gallows (Earth-616),https://marvel.fandom.com/wiki/Bartholomew_Gallows_(Earth-616),Male
Barton Hamilton (Earth-616),https://marvel.fandom.com/wiki/Barton_Hamilton_(Earth-616),Male
Basil Elks (Earth-616),https://marvel.fandom.com/wiki/Basil_Elks_(Earth-616),Male
Bel-Dann (Earth-616),https://marvel.fandom.com/wiki/Bel-Dann_(Earth-616),Male
Belathauzer (Earth-616),https://marvel.fandom.com/wiki/Belathauzer_(Earth-616),Male
Bendigeidfran (Earth-616),https://marvel.fandom.com/wiki/Bendigeidfran_(Earth-616),Male
Benedetta Gaetani (Earth-50701),https://marvel.fandom.com/wiki/Benedetta_Gaetani_(Earth-50701),Female
Benjamin Donovan (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Donovan_(Earth-616),Male
Benjamin Grimm (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-616),Male
Benjamin Urich (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Urich_(Earth-1610),Male
Bercilak de Hautdesert (Earth-616),https://marvel.fandom.com/wiki/Bercilak_de_Hautdesert_(Earth-616),Male
Bernadette Rosenthal (Earth-616),https://marvel.fandom.com/wiki/Bernadette_Rosenthal_(Earth-616),Female
Betilakk (Earth-616),https://marvel.fandom.com/wiki/Betilakk_(Earth-616),Male
Betty Dean (Earth-616),https://marvel.fandom.com/wiki/Betty_Dean_(Earth-616),Female
Big Mother (Symbiote) (Earth-616),https://marvel.fandom.com/wiki/Big_Mother_(Symbiote)_(Earth-616),Agender
Bill the Lobster (Earth-616),https://marvel.fandom.com/wiki/Bill_the_Lobster_(Earth-616),Male
Black Brother (Joshua) (Earth-616),https://marvel.fandom.com/wiki/Black_Brother_(Joshua)_(Earth-616),Male
Black Swan (Earth-616),https://marvel.fandom.com/wiki/Black_Swan_(Earth-616),Male
Blackout (Lilin) (Earth-616),https://marvel.fandom.com/wiki/Blackout_(Lilin)_(Earth-616),Male
Blake Tower (Earth-616),https://marvel.fandom.com/wiki/Blake_Tower_(Earth-616),Male
Blaze (Dog) (Earth-616),https://marvel.fandom.com/wiki/Blaze_(Dog)_(Earth-616),Male
Blind Al (Althea) (Earth-616),https://marvel.fandom.com/wiki/Blind_Al_(Althea)_(Earth-616),Female
Bodb Derg (Earth-616),https://marvel.fandom.com/wiki/Bodb_Derg_(Earth-616),Male
Bonita Juarez (Earth-616),https://marvel.fandom.com/wiki/Bonita_Juarez_(Earth-616),Female
Bor Burison (Earth-616),https://marvel.fandom.com/wiki/Bor_Burison_(Earth-616),Male
Boris Bullski (Earth-616),https://marvel.fandom.com/wiki/Boris_Bullski_(Earth-616),Male
Bova Ayrshire (Earth-616),https://marvel.fandom.com/wiki/Bova_Ayrshire_(Earth-616),Female
Brian DeWolff (Earth-616),https://marvel.fandom.com/wiki/Brian_DeWolff_(Earth-616),Male
Bruno Horgan (Earth-616),https://marvel.fandom.com/wiki/Bruno_Horgan_(Earth-616),Male
Buford Hollis (Earth-616),https://marvel.fandom.com/wiki/Buford_Hollis_(Earth-616),Male
Bug (Insectivorid) (Earth-616),https://marvel.fandom.com/wiki/Bug_(Insectivorid)_(Earth-616),Male
Burt Kenyon (Earth-616),https://marvel.fandom.com/wiki/Burt_Kenyon_(Earth-616),Male
Cache (Earth-616),https://marvel.fandom.com/wiki/Cache_(Earth-616),Male
Cagliostro (O-Bengh) (Earth-616),https://marvel.fandom.com/wiki/Cagliostro_(O-Bengh)_(Earth-616),Male
Cairbre (Earth-616),https://marvel.fandom.com/wiki/Cairbre_(Earth-616),Male
Cal'syee Neramani (Earth-616),https://marvel.fandom.com/wiki/Cal%27syee_Neramani_(Earth-616),Female
Callisto (Earth-616),https://marvel.fandom.com/wiki/Callisto_(Earth-616),Female
Calvin Rankin (Earth-12),https://marvel.fandom.com/wiki/Calvin_Rankin_(Earth-12),Male
Calypso Ezili (Earth-616),https://marvel.fandom.com/wiki/Calypso_Ezili_(Earth-616),Female
Candace Southern (Earth-616),https://marvel.fandom.com/wiki/Candace_Southern_(Earth-616),Female
Candra (Earth-616),https://marvel.fandom.com/wiki/Candra_(Earth-616),Female
Caretaker (Blood) (Earth-616),https://marvel.fandom.com/wiki/Caretaker_(Blood)_(Earth-616),Male
Carl Burgess (Earth-616),https://marvel.fandom.com/wiki/Carl_Burgess_(Earth-616),Male
Carl Valentino (Earth-616),https://marvel.fandom.com/wiki/Carl_Valentino_(Earth-616),Male
Carl Zante (Earth-616),https://marvel.fandom.com/wiki/Carl_Zante_(Earth-616),Male
Carlos LaMuerto (Earth-616),https://marvel.fandom.com/wiki/Carlos_LaMuerto_(Earth-616),Male
Carol Danvers (Earth-616),https://marvel.fandom.com/wiki/Carol_Danvers_(Earth-616),Female
Cassandra Nova Xavier (Earth-616),https://marvel.fandom.com/wiki/Cassandra_Nova_Xavier_(Earth-616),Female
Catherine D'Antan (Earth-616),https://marvel.fandom.com/wiki/Catherine_D%27Antan_(Earth-616),Female
Celeste Cuckoo (Earth-616),https://marvel.fandom.com/wiki/Celeste_Cuckoo_(Earth-616),Female
Centurious (Earth-616),https://marvel.fandom.com/wiki/Centurious_(Earth-616),Male
Cerise (Earth-616),https://marvel.fandom.com/wiki/Cerise_(Earth-616),Female
Ch'od (Earth-616),https://marvel.fandom.com/wiki/Ch%27od_(Earth-616),Male
Charlemagne (Agent) (Earth-616),https://marvel.fandom.com/wiki/Charlemagne_(Agent)_(Earth-616),Female
Charles Chandler (Earth-616),https://marvel.fandom.com/wiki/Charles_Chandler_(Earth-616),Male
Charles Moss (Earth-616),https://marvel.fandom.com/wiki/Charles_Moss_(Earth-616),Male
Charlie-27 (Earth-691),https://marvel.fandom.com/wiki/Charlie-27_(Earth-691),Male
Chester Phillips (Earth-616),https://marvel.fandom.com/wiki/Chester_Phillips_(Earth-616),Male
Chiantang (Earth-616),https://marvel.fandom.com/wiki/Chiantang_(Earth-616),Male
Chimera (Earth-TRN220),https://marvel.fandom.com/wiki/Chimera_(Earth-TRN220),Female
Chip Martin (Earth-616),https://marvel.fandom.com/wiki/Chip_Martin_(Earth-616),Male
Christoph Nord (Earth-616),https://marvel.fandom.com/wiki/Christoph_Nord_(Earth-616),Male
Christopher Cassera (Earth-616),https://marvel.fandom.com/wiki/Christopher_Cassera_(Earth-616),Male
Cindy Moon (Earth-616),https://marvel.fandom.com/wiki/Cindy_Moon_(Earth-616),Female
Clarice Ferguson (Earth-295),https://marvel.fandom.com/wiki/Clarice_Ferguson_(Earth-295),Female
Clay Quartermain (Earth-616),https://marvel.fandom.com/wiki/Clay_Quartermain_(Earth-616),Male
Clay Riley (Earth-616),https://marvel.fandom.com/wiki/Clay_Riley_(Earth-616),Male
Clayton Cortez (Earth-616),https://marvel.fandom.com/wiki/Clayton_Cortez_(Earth-616),Male
Clint Barton (Earth-1610),https://marvel.fandom.com/wiki/Clint_Barton_(Earth-1610),Male
Clive Reston (Earth-616),https://marvel.fandom.com/wiki/Clive_Reston_(Earth-616),Male
Cloud (Earth-616),https://marvel.fandom.com/wiki/Cloud_(Earth-616),Genderfluid
Coach (Earth-616),https://marvel.fandom.com/wiki/Coach_(Earth-616),Male
Comet Pierce (Earth-40800),https://marvel.fandom.com/wiki/Comet_Pierce_(Earth-40800),Male
Commander Kraken (Earth-616),https://marvel.fandom.com/wiki/Commander_Kraken_(Earth-616),Male
Cordyceps Jones (Earth-616),https://marvel.fandom.com/wiki/Cordyceps_Jones_(Earth-616),Male
Cr'reee (Earth-616),https://marvel.fandom.com/wiki/Cr%27reee_(Earth-616),Male
Crule (Earth-616),https://marvel.fandom.com/wiki/Crule_(Earth-616),Male
Cyrus Black (Earth-616),https://marvel.fandom.com/wiki/Cyrus_Black_(Earth-616),Male
Cyttorak (Earth-616),https://marvel.fandom.com/wiki/Cyttorak_(Earth-616),Male
D'ken Neramani (Earth-616),https://marvel.fandom.com/wiki/D%27ken_Neramani_(Earth-616),Male
Dafydd ap Iowerth (Earth-616),https://marvel.fandom.com/wiki/Dafydd_ap_Iowerth_(Earth-616),Male
Daimon Hellstrom (Earth-616),https://marvel.fandom.com/wiki/Daimon_Hellstrom_(Earth-616),Male
Dakota North (Earth-616),https://marvel.fandom.com/wiki/Dakota_North_(Earth-616),Female
Dallas Riordan (Earth-616),https://marvel.fandom.com/wiki/Dallas_Riordan_(Earth-616),Female
Dam-Ayido Wede (Earth-616),https://marvel.fandom.com/wiki/Dam-Ayido_Wede_(Earth-616),Male
Damon Dran (Earth-616),https://marvel.fandom.com/wiki/Damon_Dran_(Earth-616),Male
Daniel Berkhart (Earth-616),https://marvel.fandom.com/wiki/Daniel_Berkhart_(Earth-616),Male
Daniel Rand (Earth-616),https://marvel.fandom.com/wiki/Daniel_Rand_(Earth-616),Male
Daniel Rand (Earth-12041),https://marvel.fandom.com/wiki/Daniel_Rand_(Earth-12041),Male
Daniel Rand (Earth-30847),https://marvel.fandom.com/wiki/Daniel_Rand_(Earth-30847),Male
Daniel Rose (Earth-616),https://marvel.fandom.com/wiki/Daniel_Rose_(Earth-616),Male
Danielle Forte (Earth-616),https://marvel.fandom.com/wiki/Danielle_Forte_(Earth-616),Female
Dark-Crawler (Earth-616),https://marvel.fandom.com/wiki/Dark-Crawler_(Earth-616),Male
Darklore (Earth-616),https://marvel.fandom.com/wiki/Darklore_(Earth-616),Male
De'Lila (Earth-616),https://marvel.fandom.com/wiki/De%27Lila_(Earth-616),Female
Death Tiger (Earth-616),https://marvel.fandom.com/wiki/Death_Tiger_(Earth-616),Male
Deimne (Earth-616),https://marvel.fandom.com/wiki/Deimne_(Earth-616),Male
Dennis Burton (Earth-616),https://marvel.fandom.com/wiki/Dennis_Burton_(Earth-616),Male
Dennis Piper (Earth-616),https://marvel.fandom.com/wiki/Dennis_Piper_(Earth-616),Male
Denton Phelps (Earth-616),https://marvel.fandom.com/wiki/Denton_Phelps_(Earth-616),Male
Derek Khanata (Earth-616),https://marvel.fandom.com/wiki/Derek_Khanata_(Earth-616),Male
Devos (Earth-616),https://marvel.fandom.com/wiki/Devos_(Earth-616),Male
